"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"248","Eric Tomlinson","BLT","TE","17","2021","63","0.02","0.11","0.03","0","","","0.00","3","","","0.00","3","","","0.00","0","","",""
"249","Ross Dwelley","SF","TE","16","2021","62","0.10","0.82","0.24","0","","","0.00","3","","","0.00","3","","","0.00","0","","",""
"250","Tyree Jackson","PHI","TE","9","2021","62","0.10","0.35","0.18","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"251","Malik Turner","DAL","WR","12","2021","61","0.26","2.44","0.74","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"252","Christian Blake","ATL","WR","13","2021","59","0.15","0.42","0.11","0","","","0.00","2","","","0.00","0","","","0.00","0","","",""
"253","Anthony Miller","PIT, HST","WR","3","2021","59","0.20","0.42","0.25","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"254","K.J. Hamler","DEN","WR","3","2021","58","0.17","1.28","0.21","5","0.20","1.80","0.38","13","0.23","2.46","0.40","10","0.10","0.90","0.19","0","","",""
"255","Jaelon Darden","TB","WR","9","2021","57","0.21","0.75","0.20","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"256","Penny Hart","SEA","WR","16","2021","55","0.22","1.07","0.23","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"257","Kaden Smith","NYG","TE","9","2021","55","0.05","0.60","0.11","2","","","0.00","13","","","0.00","5","","","0.00","0","","",""
"258","Dez Fitzpatrick","TEN","WR","4","2021","54","0.15","0.91","0.29","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"259","Dazz Newsome","CHI","WR","3","2021","53","0.08","0.43","0.08","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"260","Charlie Woerner","SF","TE","17","2021","52","0.12","1.00","0.20","0","","","0.00","1","","","0.00","1","","","0.00","0","","",""
"261","Darren Fells","TB, DET","TE","9","2021","52","0.10","0.83","0.16","3","","","0.00","8","0.13","0.25","0.15","8","","","0.00","0","","",""
"262","Demetrius Harris","ARZ","TE","14","2021","52","0.08","0.19","0.08","4","0.25","","0.00","3","","","0.00","7","0.14","","0.00","0","","",""
"263","Trevon Wesco","NYJ","TE","12","2021","52","0.08","0.67","0.13","1","","","0.00","8","","","0.00","6","","","0.00","0","","",""
"264","Tylan Wallace","BLT","WR","13","2021","52","0.10","0.44","0.08","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"265","Kendall Blanton","LA","TE","11","2021","51","0.14","0.73","0.15","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"266","Jack Stoll","PHI","TE","16","2021","50","0.10","0.44","0.12","0","","","0.00","4","","","0.00","1","","","0.00","0","","",""
"267","Antony Auclair","HST","TE","16","2021","50","0.10","0.94","0.31","4","","","0.00","2","","","0.00","4","","","0.00","0","","",""
"268","Trenton Irwin","CIN","WR","7","2021","49","0.10","0.69","0.11","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"269","Will Fuller","MIA","WR","2","2021","49","0.16","0.53","0.18","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"270","Colby Parkinson","SEA","TE","12","2021","48","0.15","0.69","0.17","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"271","Parker Hesse","ATL","TE","8","2021","46","0.13","0.93","0.20","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"272","Taysom Hill","NO","TE","7","2021","46","0.13","1.13","0.84","1","","","0.00","5","","","0.00","4","","","0.00","0","","",""
"273","Tre' McKitty","LAC","TE","11","2021","46","0.15","0.98","0.23","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"274","Dominique Dafney","GB","TE","10","2021","44","0.09","0.77","0.12","2","","","0.00","4","","","0.00","4","","","0.00","0","","",""
"275","Garrett Griffin","NO","TE","13","2021","43","0.09","0.91","0.18","0","","","0.00","2","","","0.00","1","","","0.00","0","","",""
"276","Racey McMath","TEN","WR","9","2021","43","0.12","0.19","0.04","4","","","0.00","1","","","0.00","3","","","0.00","0","","",""
"277","Jake Kumerow","BUF","WR","15","2021","43","0.12","0.65","0.11","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"278","David Sills","NYG","WR","4","2021","42","0.14","0.40","0.09","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"279","Tyler Davis","GB","TE","11","2021","42","0.12","0.83","0.18","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"280","Shane Zylstra","DET","TE","3","2021","42","0.12","0.81","0.15","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"281","Ja'Marcus Bradley","CLV","WR","4","2021","39","0.10","1.64","0.27","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"282","Amari Rodgers","GB","WR","16","2021","39","0.21","1.15","0.25","2","","","0.00","4","0.25","4.75","0.73","4","","","0.00","0","","",""
"283","Lee Smith","ATL","TE","16","2021","39","0.28","1.67","0.55","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"284","C.J. Board","NYG","WR","6","2021","39","0.13","1.31","0.25","0","","","0.00","3","","","0.00","2","","","0.00","0","","",""
"285","Keith Kirkwood","CAR","WR","3","2021","39","0.18","0.44","0.12","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"286","D.J. Montgomery","NYJ","WR","3","2021","38","0.16","0.95","0.17","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"287","Mitchell Wilcox","CIN","TE","15","2021","38","0.13","0.42","0.12","1","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"288","Mike Strachan","IND","WR","5","2021","37","0.08","0.70","0.12","0","","","0.00","10","0.20","2.60","0.46","2","0.50","5.00","1.00","0","","",""
"289","Cody White","PIT","WR","8","2021","36","0.17","0.92","0.23","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"290","Stanley Morgan","CIN","WR","15","2021","36","0.11","0.31","0.09","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"291","Auden Tate","CIN","WR","7","2021","36","0.11","1.08","0.36","0","","","0.00","3","","","0.00","0","","","0.00","0","","",""
"292","Curtis Samuel","WAS","WR","5","2021","35","0.23","0.77","0.28","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"293","J.J. Arcega-Whiteside","PHI","WR","16","2021","33","0.15","1.09","0.17","2","","","0.00","1","","","0.00","3","","","0.00","0","","",""
"294","Gunner Olszewski","NE","WR","16","2021","32","0.09","0.97","0.19","1","","","0.00","2","","","0.00","1","","","0.00","0","","",""
"295","Joe Fortson","KC","TE","6","2021","31","0.16","1.52","0.70","1","","","0.00","3","","","0.00","3","","","0.00","0","","",""
"296","Willie Snead","LV, CAR","WR","9","2021","30","0.27","1.27","0.26","1","1.00","","0.00","0","","","0.00","0","","","0.00","0","","",""
"297","Chris Hogan","NO","WR","5","2021","30","0.20","1.37","0.47","2","","","0.00","1","","","0.00","3","","","0.00","0","","",""
"298","Kristian Wilkerson","NE","WR","3","2021","30","0.27","1.40","0.67","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"299","Tyron Johnson","LV, JAX","WR","10","2021","30","0.17","0.53","0.12","0","","","0.00","6","0.17","1.00","0.27","2","","","0.00","0","","",""
"300","Jason Moore","LAC","WR","2","2021","29","0.14","1.93","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"301","Diontae Spencer","DEN","WR","15","2021","28","0.14","-0.11","0.03","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"302","Cameron Batson","TEN","WR","4","2021","28","0.18","0.54","0.39","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"303","Nick Boyle","BLT","TE","5","2021","28","0.07","0.07","0.04","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"304","Johnny Mundt","LA","TE","6","2021","27","0.04","0.33","0.07","0","","","0.00","2","","","0.00","1","","","0.00","0","","",""
"305","Trent Taylor","CIN","WR","4","2021","27","0.11","1.52","0.23","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"306","Sean McKeon","DAL","TE","9","2021","26","0.23","1.04","0.49","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"307","Seth Williams","DEN","WR","2","2021","26","0.04","1.31","0.17","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"308","Geronimo Allison","DET","WR","3","2021","26","0.04","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"309","Marcus Kemp","KC","WR","16","2021","25","0.20","0.96","0.18","0","","","0.00","1","","","0.00","0","","","0.00","0","","",""
"310","Dezmon Patmon","IND","WR","8","2021","25","0.16","0.84","0.40","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"311","Stephen Sullivan","CAR","TE","3","2021","24","0.04","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"312","Kevin White","NO","WR","5","2021","24","0.21","1.58","0.20","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"313","Kenny Yeboah","NYJ","TE","4","2021","24","0.13","1.50","0.23","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"314","Daniel Brown","NYJ","TE","11","2021","23","0.09","1.26","0.21","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"315","Andy Isabella","ARZ","WR","6","2021","23","0.04","0.57","0.10","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"316","Alex Erickson","CAR","WR","17","2021","22","0.18","2.50","0.39","1","","","0.00","0","","","0.00","1","","","0.00","0","","",""
"317","Andre Roberts","HST, LAC","WR","16","2021","22","0.09","1.59","0.29","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"318","Chris Myarick","NYG","TE","8","2021","21","0.24","0.81","0.51","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"319","Tyrell Williams","DET","WR","1","2021","21","0.14","0.67","0.16","5","0.20","1.40","0.34","15","0.13","0.47","0.11","19","0.16","0.74","0.18","0","","",""
"320","Vyncint Smith","NYJ","WR","2","2021","20","0.05","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"321","Derek Carrier","LV","TE","5","2021","19","0.11","0.68","0.17","5","","","0.00","4","","","0.00","7","","","0.00","0","","",""
"322","Alex Bachman","NYG","WR","3","2021","19","","","-0.02","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"323","Greg Dortch","ARZ","WR","5","2021","18","0.17","0.83","0.38","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"324","Keke Coutee","IND","WR","2","2021","18","0.06","0.28","0.08","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"325","Ben Ellefson","MIN","TE","5","2021","17","0.06","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"326","Hunter Long","MIA","TE","7","2021","17","0.18","0.47","0.11","3","","","0.00","2","","","0.00","5","","","0.00","0","","",""
"327","Jalen Camp","HST","WR","3","2021","16","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"328","Jeremy Sprinkle","DAL","TE","17","2021","16","0.19","1.94","0.38","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"329","Richard Rodgers","PHI","TE","3","2021","16","0.13","0.69","0.19","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"330","Tyrie Cleveland","DEN","WR","6","2021","15","0.07","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"331","Jared Pinkney","DET","TE","2","2021","15","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"332","Luke Stocker","MIN","TE","11","2021","15","0.13","0.80","0.21","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"333","J.P. Holtz","CHI","TE","12","2021","15","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"334","C.J. Saunders","CAR","WR","2","2021","15","0.13","0.73","0.21","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"335","David Moore","DEN, GB","WR","3","2021","14","0.14","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"336","Frank Darby","ATL","WR","7","2021","13","0.31","1.08","0.18","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"337","Isaiah Coulter","CHI","WR","2","2021","13","0.08","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"338","Davion Davis","HST","WR","2","2021","13","0.23","1.31","0.21","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"339","Travis Benjamin","SF","WR","10","2021","13","0.31","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"340","Tarik Black","NYJ","WR","1","2021","13","0.15","0.77","0.15","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"341","Brycen Hopkins","LA","TE","4","2021","12","0.08","0.75","0.16","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"342","Dan Chisena","MIN","WR","6","2021","12","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"343","Andrew Beck","DEN","TE","12","2021","12","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"344","Tommy Hudson","TEN","TE","4","2021","11","0.45","2.82","0.55","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"345","Cethan Carter","MIA","TE","12","2021","11","0.18","1.45","0.33","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"346","John Brown","DEN, JAX","WR","4","2021","11","0.27","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"347","Malik Taylor","GB","WR","9","2021","11","0.27","1.27","0.31","2","0.50","3.50","0.85","3","0.33","","0.00","2","0.50","","0.00","0","","",""
"348","Kevin Rader","PIT","TE","6","2021","10","0.30","0.80","0.28","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"349","Daniel Helm","LV","TE","8","2021","10","0.20","-0.10","0.09","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"350","Ross Travis","ARZ, DET","TE","4","2021","10","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"351","Miles Boykin","BLT","WR","5","2021","9","0.11","0.67","0.18","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"352","Colin Thompson","CAR","TE","10","2021","9","0.11","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"353","Dillon Stoner","LV","WR","4","2021","9","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"354","Antonio Gandy-Golden","WAS","WR","4","2021","8","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"355","Tory Carter","TEN","TE","8","2021","8","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"356","Sammis Reyes","WAS","TE","7","2021","7","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"357","Jaydon Mickens","TB, JAX","WR","11","2021","7","0.43","1.43","0.43","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"358","Nick Bowers","LV","TE","5","2021","7","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"359","Kahale Warring","BUF, JAX","TE","2","2021","7","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"360","Michael Bandy","LAC","WR","1","2021","7","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"361","Kirk Merritt","MIA","WR","1","2021","7","0.43","1.86","0.33","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"362","K.J. Hill","LAC","WR","6","2021","7","0.43","4.29","0.86","1","","","0.00","4","0.75","7.50","1.50","2","0.50","2.00","0.70","0","","",""
"363","Marvin Hall","ATL","WR","2","2021","7","0.14","1.43","0.29","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"364","Jesper Horsted","CHI","TE","5","2021","6","0.50","3.50","2.68","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"365","JoJo Natson","CLV","WR","3","2021","6","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"366","Ethan Wolf","NO","TE","2","2021","6","0.33","1.33","0.47","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"367","Easop Winston","NO","WR","3","2021","5","0.20","1.00","0.30","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"368","Rodney Adams","CHI","WR","1","2021","4","0.25","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"369","Miller Forristall","CLV","TE","2","2021","4","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"370","Devin Smith","JAX","WR","1","2021","4","0.25","","0.00","0","","","0.00","4","0.25","","0.00","0","","","0.00","0","","",""
"371","Josh Hammond","JAX","WR","2","2021","4","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"372","Deon Yelder","TB","TE","2","2021","4","0.25","","0.25","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"373","Jordan Veasy","HST","WR","2","2021","4","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"374","Tony Poljan","BLT","TE","1","2021","4","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"375","Tyler Mabry","SEA","TE","6","2021","4","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","",""
"376","Matt LaCosse","NE","TE","1","2021","3","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"377","Temarrick Hemingway","WAS","TE","1","2021","3","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"378","Noah Togiai","PHI","TE","1","2021","3","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"379","Devin Asiasi","NE","TE","1","2021","2","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"380","Codey McElroy","TB","TE","2","2021","2","0.50","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"381","Matt Bushman","LV","TE","1","2021","2","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"382","Tommylee Lewis","MIA","WR","2","2021","2","1.00","3.50","0.85","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"383","Jacob Harris","LA","TE","3","2021","2","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"384","Isaiah Hodgins","BUF","WR","1","2021","1","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"385","Cody Thompson","SEA","WR","3","2021","1","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"386","David Wells","ARZ","TE","3","2021","1","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"387","DeMichael Harris","IND","WR","1","2021","1","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""
"388","Landen Akers","LA","WR","2","2021","1","","","0.00","0","","","0.00","0","","","0.00","0","","","0.00","0","","",""